,exp,train_acc,train_f1macro,train_loss,val_acc,val_f1macro,val_loss,test_acc,test_f1macro,test_loss,flops,dataset,model,modelConfig,out_channels,bit_string,house_no,win_size,stride,training_time,n_gen,lr
0,GEh2_0625_1004,0.9533716440200806,0.5204743146896362,21.436389923095703,0.9565141797065735,0.6858593821525574,35.88479995727539,0.9679651260375977,0.6705359220504761,30.481599807739258,332390400,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""110111111100111101111111000111111111111111101111011111011"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,110111111100111101111111000111111111111111101111011111011,2,150,30,0 days 00:01:44.212086,4,0.001
1,GEh2_0625_1004,0.949944794178009,0.49331459403038025,21.846891403198242,0.9549281001091003,0.6652553081512451,33.50031661987305,0.9670239686965942,0.6374990940093994,30.073823928833008,301723648,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""110111110100111101111010000111110111111001101111110011011"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,110111110100111101111010000111110111111001101111110011011,2,150,30,0 days 00:01:38.273560,2,0.001
2,GEh2_0625_1004,0.9544403553009033,0.500569760799408,19.826082229614258,0.9595293998718262,0.6584392189979553,32.50727462768555,0.9697777628898621,0.6398680210113525,29.78016471862793,448413696,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""110100110011010111111111111111101011111111111101001111111"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,110100110011010111111111111111101011111111111101001111111,2,150,30,0 days 00:02:03.761538,5,0.001
3,GEh2_0625_1004,0.9516931176185608,0.47760894894599915,20.18263053894043,0.954422652721405,0.6419498920440674,34.02602005004883,0.9665359258651733,0.6342929601669312,30.565113067626953,388734976,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""110111111111111111111111111111110111111111111111111111111"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,110111111111111111111111111111110111111111111111111111111,2,150,30,0 days 00:01:51.221263,5,0.001
4,GEh2_0625_1004,0.9501132369041443,0.4691106975078583,22.774578094482422,0.9555904269218445,0.6047408580780029,34.794166564941406,0.9684880375862122,0.5879477262496948,30.800281524658203,187994112,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""100110110000001101101000001101000101011001010010010001100"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,100110110000001101101000001101000101011001010010010001100,2,150,30,0 days 00:01:27.709843,1,0.001
5,GEh2_0625_1004,0.9541964530944824,0.45319685339927673,20.00996971130371,0.9547189474105835,0.5606720447540283,34.59370422363281,0.9665185213088989,0.5270178318023682,29.71611213684082,422105088,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""011110010111010110110000100111111100111101111111111101111"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,011110010111010110110000100111111100111101111111111101111,2,150,30,0 days 00:01:55.569768,2,0.001
6,GEh2_0625_1004,0.9527095556259155,0.37214580178260803,21.708518981933594,0.9468235373497009,0.4228985011577606,40.08906555175781,0.964357316493988,0.4198456406593323,32.35678482055664,214290432,UKDALE_multilabel,TSNet,"{""nclass"": 5, ""n_phases"": 3, ""n_ops"": 4, ""bit_string"": ""000100101111111011111110101111101101111001110111001101110"", ""in_channels"": 1, ""out_channels"": 16, ""dropout"": 0.5, ""head_type"": ""ASL""}",16,000100101111111011111110101111101101111001110111001101110,2,150,30,0 days 00:01:40.230476,2,0.001
